surname,district,name,party,position_set,position,start_year
ธนิกุล,สมุทรสงคราม,นุกูล,พรรคความหวังใหม่,17,ส.ส.,2535
ธนิกุล,สมุทรสงคราม,นุกูล,พรรคความหวังใหม่,18,ส.ส.,2535
ธนิกุล,สมุทรสงคราม,นุกูล,พรรคความหวังใหม่,19,ส.ส.,2538
ธนิกุล,สมุทรสงคราม,นุกูล,พรรคความหวังใหม่,20,ส.ส.,2539
ชวนบุญ,สมุทรสาคร,ศุภพรพงศ์,พรรคกิจสังคม,17,ส.ส.,2535
ชวนบุญ,สมุทรสาคร,ศุภพรพงศ์,พรรคไทยรักไทย,22,ส.ส.,2548
อดิเรกสาร,สระบุรี,ประมาณ,พรรคชาติไทย,17,ส.ส.,2535
อดิเรกสาร,สระบุรี,ปองพล,พรรคชาติไทย,17,ส.ส.,2535
อดิเรกสาร,สระบุรี,ประมาณ,พรรคชาติไทย,18,ส.ส.,2535
อดิเรกสาร,สระบุรี,ประมาณ,พรรคชาติไทย,19,ส.ส.,2538
อดิเรกสาร,สระบุรี,ปองพล,พรรคชาติไทย,19,ส.ส.,2538
อดิเรกสาร,สระบุรี,วีระพล,พรรคชาติไทย,20,ส.ส.,2539
อดิเรกสาร,สระบุรี,ปองพล,พรรคชาติไทย,20,ส.ส.,2539
อดิเรกสาร,สระบุรี,ยงยศ,พรรคไทยรักไทย,21,ส.ส.,2544
อดิเรกสาร,สระบุรี,วีระพล,พรรคไทยรักไทย,21,ส.ส.,2544
อดิเรกสาร,สระบุรี,ปรพล,พรรคไทยรักไทย,22,ส.ส.,2548
อดิเรกสาร,สระบุรี,พศ,พรรคไทยรักไทย,22,ส.ส.,2548
อดิเรกสาร,สระบุรี,วีระพล,พรรคไทยรักไทย,22,ส.ส.,2548
อดิเรกสาร,สระบุรี,ปรพล,พรรคพลังประชาชน,23,ส.ส.,2550
อดิเรกสาร,สระบุรี,วีระพล,พรรคพลังประชาชน,23,ส.ส.,2550
อดิเรกสาร,สระบุรี,ปองพล,พรรคไทยรักไทย,21,ส.ส.,2544
อดิเรกสาร,สระบุรี,ปองพล,พรรคชาติไทย,48,ครม.,2535
อดิเรกสาร,สระบุรี,ปองพล,พรรคชาติไทย,51,ครม.,2538
อดิเรกสาร,สระบุรี,ปองพล,พรรคชาติไทย,53,ครม.,2540
อดิเรกสาร,สระบุรี,ปองพล,,54,ครม.,2544
บุญสุภา,สระบุรี,เงิน,พรรคสามัคคีธรรม,17,ส.ส.,2535
บุญสุภา,สระบุรี,เงิน,พรรคชาติไทย,18,ส.ส.,2535
บุญสุภา,สระบุรี,เงิน,พรรคความหวังใหม่,20,ส.ส.,2539
บุญสุภา,สระบุรี,เงิน,พรรคไทยรักไทย,21,ส.ส.,2544
บุญสุภา,สระบุรี,เงิน,พรรคสามัคคีธรรม,48,ครม.,2535
เทพสุทิน,สุโขทัย,สมศักดิ์,พรรคกิจสังคม,17,ส.ส.,2535
เทพสุทิน,สุโขทัย,สมศักดิ์,พรรคกิจสังคม,18,ส.ส.,2535
เทพสุทิน,สุโขทัย,สมศักดิ์,พรรคกิจสังคม,19,ส.ส.,2538
เทพสุทิน,สุโขทัย,สมศักดิ์,พรรคกิจสังคม,20,ส.ส.,2539
เทพสุทิน,สุโขทัย,อนงค์วรรณ,พรรคไทยรักไทย,21,ส.ส.,2544
เทพสุทิน,สุโขทัย,อนงค์วรรณ,พรรคไทยรักไทย,22,ส.ส.,2548
เทพสุทิน,สุโขทัย,สมศักดิ์,พรรคพลังประชารัฐ,25,ส.ส.,2562
เทพสุทิน,สุโขทัย,สมศักดิ์,พรรคพลังประชารัฐ,62,ครม.,2562
เทพสุทิน,สุโขทัย,สมศักดิ์,พรรคไทยรักไทย,21,ส.ส.,2544
เทพสุทิน,สุโขทัย,สมศักดิ์,พรรคกิจสังคม,48,ครม.,2535
เทพสุทิน,สุโขทัย,สมศักดิ์,พรรคกิจสังคม,50,ครม.,2535
เทพสุทิน,สุโขทัย,สมศักดิ์,พรรคกิจสังคม,51,ครม.,2538
เทพสุทิน,สุโขทัย,สมศักดิ์,พรรคกิจสังคม,52,ครม.,2539
เทพสุทิน,สุโขทัย,สมศักดิ์,พรรคกิจสังคม,53,ครม.,2540
เทพสุทิน,สุโขทัย,สมศักดิ์,,54,ครม.,2544
เทพสุทิน,สุโขทัย,สมศักดิ์,พรรคไทยรักไทย,55,ครม.,2548
เทพสุทิน,สุโขทัย,สมศักดิ์,พรรคไทยรักไทย,55,ครม.,2548
เทพสุทิน,สุโขทัย,อนงค์วรรณ,พรรคมัชฌิมาธิปไตย,57,ครม.,2551
เทพสุทิน,สุโขทัย,อนงค์วรรณ,,58,ครม.,2551
สุรินทร์คำ,สุโขทัย,ธวัช,พรรคความหวังใหม่,17,ส.ส.,2535
ศิลปอาชา,สุพรรณบุรี,บรรหาร,พรรคชาติไทย,17,ส.ส.,2535
ศิลปอาชา,สุพรรณบุรี,ชุมพล,พรรคชาติไทย,17,ส.ส.,2535
ศิลปอาชา,สุพรรณบุรี,บรรหาร,พรรคชาติไทย,18,ส.ส.,2535
ศิลปอาชา,สุพรรณบุรี,ชุมพล,พรรคชาติไทย,18,ส.ส.,2535
ศิลปอาชา,สุพรรณบุรี,บรรหาร,พรรคชาติไทย,19,ส.ส.,2538
ศิลปอาชา,สุพรรณบุรี,ชุมพล,พรรคชาติไทย,19,ส.ส.,2538
ศิลปอาชา,สุพรรณบุรี,กัญจนา,พรรคชาติไทย,19,ส.ส.,2538
ศิลปอาชา,สุพรรณบุรี,บรรหาร,พรรคชาติไทย,20,ส.ส.,2539
ศิลปอาชา,สุพรรณบุรี,ชุมพล,พรรคชาติไทย,20,ส.ส.,2539
ศิลปอาชา,สุพรรณบุรี,กัญจนา,พรรคชาติไทย,20,ส.ส.,2539
ศิลปอาชา,สุพรรณบุรี,วราวุธ,พรรคชาติไทย,21,ส.ส.,2544
ศิลปอาชา,สุพรรณบุรี,กัญจนา,พรรคชาติไทย,21,ส.ส.,2544
ศิลปอาชา,สุพรรณบุรี,บรรหาร,พรรคชาติไทย,21,ส.ส.,2544
ศิลปอาชา,สุพรรณบุรี,วราวุธ,พรรคชาติไทย,22,ส.ส.,2548
ศิลปอาชา,สุพรรณบุรี,กัญจนา,พรรคชาติไทย,22,ส.ส.,2548
ศิลปอาชา,สุพรรณบุรี,บรรหาร,พรรคชาติไทย,22,ส.ส.,2548
ศิลปอาชา,สุพรรณบุรี,บรรหาร,พรรคชาติไทย,23,ส.ส.,2550
ศิลปอาชา,สุพรรณบุรี,วราวุธ,พรรคชาติไทย,23,ส.ส.,2550
ศิลปอาชา,สุพรรณบุรี,วราวุธ,พรรคชาติไทยพัฒนา,25,ส.ส.,2562
ศิลปอาชา,สุพรรณบุรี,วราวุธ,พรรคชาติไทยพัฒนา,62,ครม.,2562
ศิลปอาชา,สุพรรณบุรี,กัญจนา,พรรคชาติไทย,22,ส.ส.,2548
ศิลปอาชา,สุพรรณบุรี,ชุมพล,พรรคชาติไทยพัฒนา,24,ส.ส.,2554
ศิลปอาชา,สุพรรณบุรี,บรรหาร,พรรคชาติไทย,48,ครม.,2535
ศิลปอาชา,สุพรรณบุรี,บรรหาร,,51,ครม.,2538
ศิลปอาชา,สุพรรณบุรี,บรรหาร,พรรคชาติไทย,51,ครม.,2538
ศิลปอาชา,สุพรรณบุรี,ชุมพล,พรรคชาติไทย,53,ครม.,2540
ศิลปอาชา,สุพรรณบุรี,กัญจนา,พรรคชาติไทย,53,ครม.,2540
ศิลปอาชา,สุพรรณบุรี,วราวุธ,,58,ครม.,2551
ศิลปอาชา,สุพรรณบุรี,ชุมพล,พรรคชาติไทยพัฒนา,59,ครม.,2551
ศิลปอาชา,สุพรรณบุรี,ชุมพล,,60,ครม.,2554
ศิลปอาชา,สุพรรณบุรี,ชุมพล,,60,ครม.,2554
วิสิษฐยุทธศาสตร์,อ่างทอง,นิพนธ์,พรรคชาติไทย,17,ส.ส.,2535
วิสิษฐยุทธศาสตร์,อ่างทอง,นิพนธ์,พรรคชาติไทย,18,ส.ส.,2535
วิสิษฐยุทธศาสตร์,อ่างทอง,นิพนธ์,พรรคประชาธิปัตย์,22,ส.ส.,2548
วิสิษฐยุทธศาสตร์,อ่างทอง,นิพนธ์,พรรคประชาธิปัตย์,24,ส.ส.,2554
เริงประเสริฐวิทย์,อุทัยธานี,พล,พรรคปวงชนชาวไทย,17,ส.ส.,2535
เริงประเสริฐวิทย์,อุทัยธานี,พล,พรรคความหวังใหม่,19,ส.ส.,2538
จงสุทธนามณี,เชียงราย,มงคล,พรรคสามัคคีธรรม,17,ส.ส.,2535
จงสุทธนามณี,เชียงราย,มงคล,พรรคชาติพัฒนา,18,ส.ส.,2535
จงสุทธนามณี,เชียงราย,รัตนา,พรรคชาติพัฒนา,19,ส.ส.,2538
จงสุทธนามณี,เชียงราย,มงคล,พรรคชาติพัฒนา,19,ส.ส.,2538
จงสุทธนามณี,เชียงราย,รัตนา,พรรคชาติพัฒนา,20,ส.ส.,2539
จงสุทธนามณี,เชียงราย,มงคล,พรรคชาติพัฒนา,20,ส.ส.,2539
จงสุทธนามณี,เชียงราย,กัญจน์พงศ์,พรรคอนาคตใหม่,25,ส.ส.,2562
เลิศนุวัฒน์,เชียงราย,สัมพันธ์,พรรคสามัคคีธรรม,17,ส.ส.,2535
เลิศนุวัฒน์,เชียงราย,สัมพันธ์,พรรคชาติไทย,18,ส.ส.,2535
เลิศนุวัฒน์,เชียงราย,สัมพันธ์,พรรคความหวังใหม่,20,ส.ส.,2539
เลิศนุวัฒน์,เชียงราย,ศิลัมพา,พรรคพลเมืองไทย,25,ส.ส.,2562
เลิศนุวัฒน์,เชียงราย,สัมพันธ์,พรรคชาติพัฒนา,21,ส.ส.,2544
เลิศนุวัฒน์,เชียงราย,สัมพันธ์,พรรคพลังประชาชน,22,ส.ส.,2548
เลิศนุวัฒน์,เชียงราย,สัมพันธ์,พรรคสามัคคีธรรม,48,ครม.,2535
พุทธจันทร์,เชียงราย,ทวี,พรรคสามัคคีธรรม,17,ส.ส.,2535
ภูนิคม,เชียงราย,สำเร็จ,พรรคกิจสังคม,17,ส.ส.,2535
ภูนิคม,เชียงราย,สำเร็จ,พรรคกิจสังคม,18,ส.ส.,2535
รัตนสัค,เชียงราย,สมศาสตร์,พรรคสามัคคีธรรม,17,ส.ส.,2535
นิยมไทย,เชียงใหม่,ณรงค์,พรรคประชาธิปัตย์,17,ส.ส.,2535
นิยมไทย,เชียงใหม่,ณรงค์,พรรคประชาธิปัตย์,18,ส.ส.,2535
ผ่องเจริญกุล,เชียงใหม่,ปรีชา,พรรคสามัคคีธรรม,17,ส.ส.,2535
วรวัลย์,เชียงใหม่,อุดม,พรรคสามัคคีธรรม,17,ส.ส.,2535
ภัคเกษม,เชียงใหม่,ส่งสุข,พรรคสามัคคีธรรม,17,ส.ส.,2535
ภัคเกษม,เชียงใหม่,ส่งสุข,พรรคชาติไทย,18,ส.ส.,2535
ภัคเกษม,เชียงใหม่,ผณินทรา,พรรคไทยรักไทย,21,ส.ส.,2544
ภัคเกษม,เชียงใหม่,ผณินทรา,พรรคไทยรักไทย,22,ส.ส.,2548
เกียรติไชยากร,เชียงใหม่,สุรพล,พรรคสามัคคีธรรม,17,ส.ส.,2535
เกียรติไชยากร,เชียงใหม่,สุรพล,พรรคชาติพัฒนา,18,ส.ส.,2535
เกียรติไชยากร,เชียงใหม่,สุรพล,พรรคชาติพัฒนา,19,ส.ส.,2538
เกียรติไชยากร,เชียงใหม่,สุรพล,พรรคไทยรักไทย,21,ส.ส.,2544
เกียรติไชยากร,เชียงใหม่,สุรพล,พรรคไทยรักไทย,22,ส.ส.,2548
เกียรติไชยากร,เชียงใหม่,สุรพล,พรรคพลังประชาชน,23,ส.ส.,2550
เกียรติไชยากร,เชียงใหม่,สุรพล,พรรคเพื่อไทย,24,ส.ส.,2554
ยศสุข,เชียงใหม่,อำนวย,พรรคความหวังใหม่,17,ส.ส.,2535
ยศสุข,เชียงใหม่,อำนวย,พรรคนำไทย,19,ส.ส.,2538
ยศสุข,เชียงใหม่,อำนวย,พรรคความหวังใหม่,20,ส.ส.,2539
เศวตเศรนี,น่าน,สนั่น,พรรคความหวังใหม่,17,ส.ส.,2535
เศวตเศรนี,น่าน,สนั่น,พรรคชาติไทย,19,ส.ส.,2538
โลหะโชติ,น่าน,พูนสุข,พรรคชาติไทย,17,ส.ส.,2535
โลหะโชติ,น่าน,พูนสุข,พรรคชาติไทย,18,ส.ส.,2535
โลหะโชติ,น่าน,พูนสุข,พรรคชาติไทย,20,ส.ส.,2539
เขื่อนทา,พะเยา,ทองคำ,พรรคสามัคคีธรรม,17,ส.ส.,2535
ธนะรังสฤษฏ์,พะเยา,วินิจฉัย,พรรคสามัคคีธรรม,17,ส.ส.,2535
บุญเชียง,พะเยา,พวงเล็ก,พรรคชาติไทย,17,ส.ส.,2535
บุญเชียง,พะเยา,พวงเล็ก,พรรคชาติไทย,18,ส.ส.,2535
บุญเชียง,พะเยา,พวงเล็ก,พรรคชาติไทย,19,ส.ส.,2538
บุญเชียง,พะเยา,พวงเล็ก,พรรคชาติไทย,48,ครม.,2535
เอื้ออภิญญกุล,แพร่,เมธา,พรรคสามัคคีธรรม,17,ส.ส.,2535
เอื้ออภิญญกุล,แพร่,เมธา,พรรคชาติไทย,18,ส.ส.,2535
เอื้ออภิญญกุล,แพร่,เมธา,พรรคชาติไทย,19,ส.ส.,2538
เอื้ออภิญญกุล,แพร่,วรวัจน์,พรรคชาติไทย,20,ส.ส.,2539
เอื้ออภิญญกุล,แพร่,วรวัจน์,พรรคไทยรักไทย,21,ส.ส.,2544
เอื้ออภิญญกุล,แพร่,วรวัจน์,พรรคไทยรักไทย,22,ส.ส.,2548
เอื้ออภิญญกุล,แพร่,วรวัจน์,พรรคพลังประชาชน,23,ส.ส.,2550
เอื้ออภิญญกุล,แพร่,วรวัจน์,พรรคเพื่อไทย,24,ส.ส.,2554
เอื้ออภิญญกุล,แพร่,วรวัจน์,,58,ครม.,2551
เอื้ออภิญญกุล,แพร่,วรวัจน์,,58,ครม.,2551
เอื้ออภิญญกุล,แพร่,วรวัจน์,,60,ครม.,2554
เอื้ออภิญญกุล,แพร่,วรวัจน์,,60,ครม.,2554
เอื้ออภิญญกุล,แพร่,วรวัจน์,,60,ครม.,2554
รังคสิริ,แพร่,ดุสิต,พรรคชาติไทย,17,ส.ส.,2535
รังคสิริ,แพร่,ดุสิต,พรรคชาติไทย,18,ส.ส.,2535
รังคสิริ,แพร่,ดุสิต,พรรคชาติไทย,19,ส.ส.,2538
สว่างกุล,แม่ฮ่องสอน,บุญเลิศ,พรรคชาติไทย,17,ส.ส.,2535
สว่างกุล,แม่ฮ่องสอน,บุญเลิศ,พรรคพลังธรรม,19,ส.ส.,2538
ตรีทอง,ลำปาง,บุญชู,พรรคความหวังใหม่,17,ส.ส.,2535
ตรีทอง,ลำปาง,บุญชู,พรรคความหวังใหม่,18,ส.ส.,2535
ตรีทอง,ลำปาง,บุญชู,พรรคชาติไทย,19,ส.ส.,2538
ตรีทอง,ลำปาง,บุญชู,พรรคชาติไทย,20,ส.ส.,2539
ตรีทอง,ลำปาง,บุญชู,พรรคไทยรักไทย,21,ส.ส.,2544
ตรีทอง,ลำปาง,สุรสิทธิ์,พรรคประชาธิปัตย์,22,ส.ส.,2548
ตรีทอง,ลำปาง,บุญชู,พรรคความหวังใหม่,50,ครม.,2535
ตรีทอง,ลำปาง,บุญชู,พรรคชาติไทย,51,ครม.,2538
ทองสวัสดิ์,ลำปาง,บุญเท่ง,พรรคสามัคคีธรรม,17,ส.ส.,2535
ทองสวัสดิ์,ลำปาง,บุญเท่ง,พรรคชาติพัฒนา,18,ส.ส.,2535
ทองสวัสดิ์,ลำปาง,ธารทอง,พรรคชาติพัฒนา,19,ส.ส.,2538
ทองสวัสดิ์,ลำปาง,ธารทอง,พรรคชาติพัฒนา,20,ส.ส.,2539
ชมภูเทพ,ลำพูน,สมาน,พรรคความหวังใหม่,17,ส.ส.,2535
ชมภูเทพ,ลำพูน,สมาน,พรรคชาติพัฒนา,18,ส.ส.,2535
สุขสวัสดิ์,อุตรดิตถ์,เชาวลิต,พรรคชาติไทย,17,ส.ส.,2535
สุขสวัสดิ์,อุตรดิตถ์,เชาวลิต,พรรคชาติไทย,18,ส.ส.,2535
ศิริวัฒน์,อุตรดิตถ์,ชัยภักดิ์,พรรคราษฎร,17,ส.ส.,2535
ศิริวัฒน์,อุตรดิตถ์,ชัยภักดิ์,พรรคราษฎร,18,ส.ส.,2535
ศิริวัฒน์,อุตรดิตถ์,ชัยภักดิ์,พรรคประชากรไทย,19,ส.ส.,2538
ศิริวัฒน์,อุตรดิตถ์,ชัยภักดิ์,พรรคประชากรไทย,20,ส.ส.,2539
ศิริวัฒน์,อุตรดิตถ์,วารุจ,พรรคชาติพัฒนา,21,ส.ส.,2544
ศิริวัฒน์,อุตรดิตถ์,วารุจ,พรรคพลังประชาชน,23,ส.ส.,2550
ศิริวัฒน์,อุตรดิตถ์,ชัยภักดิ์,พรรคราษฎร,48,ครม.,2535
ศิริวัฒน์,อุตรดิตถ์,ชัยภักดิ์,พรรคประชากรไทย,51,ครม.,2538
ศิริวัฒน์,อุตรดิตถ์,ชัยภักดิ์,พรรคประชากรไทย,52,ครม.,2539
เลี้ยงบำรุง,อุตรดิตถ์,สุรพล,พรรคราษฎร,17,ส.ส.,2535
มงคลวิรกุล,กาฬสินธุ์,พิชัย,พรรคสามัคคีธรรม,17,ส.ส.,2535
มงคลวิรกุล,กาฬสินธุ์,พิชัย,พรรคความหวังใหม่,19,ส.ส.,2538
มงคลวิรกุล,กาฬสินธุ์,พิชัย,พรรคความหวังใหม่,20,ส.ส.,2539
ณ กาฬสินธุ์,กาฬสินธุ์,วิวัฒนไชย,พรรคกิจสังคม,17,ส.ส.,2535
ณ กาฬสินธุ์,กาฬสินธุ์,วิวัฒนไชย,พรรคกิจสังคม,18,ส.ส.,2535
ณ กาฬสินธุ์,กาฬสินธุ์,วิวรรธนไชย,พรรคไทยรักไทย,21,ส.ส.,2544
ภูจริต,กาฬสินธุ์,บวร,พรรคความหวังใหม่,17,ส.ส.,2535
ภูจริต,กาฬสินธุ์,บวร,พรรคความหวังใหม่,18,ส.ส.,2535
ภูจริต,กาฬสินธุ์,บวร,พรรคความหวังใหม่,20,ส.ส.,2539
หาลำเจียก,กาฬสินธุ์,อภิชาติ,พรรคสามัคคีธรรม,17,ส.ส.,2535
ศิรินวกุล,กาฬสินธุ์,ใหม่,พรรคสามัคคีธรรม,17,ส.ส.,2535
ศิรินวกุล,กาฬสินธุ์,ใหม่,พรรคสามัคคีธรรม,48,ครม.,2535
ประคุณศึกษาพันธ์,ขอนแก่น,ประสม,พรรคกิจสังคม,17,ส.ส.,2535
ศรีรัตนพรรณ,ขอนแก่น,สุทัศน์,พรรคความหวังใหม่,17,ส.ส.,2535
อัคนิบุตร,ขอนแก่น,พัฒน์,พรรคความหวังใหม่,17,ส.ส.,2535
โอสถานุเคราะห์,ขอนแก่น,ชวลิต,พรรคสามัคคีธรรม,17,ส.ส.,2535
โอสถานุเคราะห์,ขอนแก่น,ชวลิต,พรรคสามัคคีธรรม,48,ครม.,2535
อักษรเสือ,ขอนแก่น,พา,พรรคความหวังใหม่,17,ส.ส.,2535
อักษรเสือ,ขอนแก่น,พา,พรรคความหวังใหม่,18,ส.ส.,2535
คุณกิตติ,ขอนแก่น,สุวิทย์,พรรคกิจสังคม,17,ส.ส.,2535
คุณกิตติ,ขอนแก่น,สุวิทย์,พรรคกิจสังคม,18,ส.ส.,2535
คุณกิตติ,ขอนแก่น,สุวิทย์,พรรคกิจสังคม,19,ส.ส.,2538
คุณกิตติ,ขอนแก่น,สุวิทย์,พรรคกิจสังคม,20,ส.ส.,2539
คุณกิตติ,ขอนแก่น,สุวิทย์,พรรคไทยรักไทย,21,ส.ส.,2544
คุณกิตติ,ขอนแก่น,สุวิทย์,พรรคกิจสังคม,50,ครม.,2535
คุณกิตติ,ขอนแก่น,สุวิทย์,พรรคกิจสังคม,51,ครม.,2538
คุณกิตติ,ขอนแก่น,สุวิทย์,พรรคกิจสังคม,52,ครม.,2539
คุณกิตติ,ขอนแก่น,สุวิทย์,พรรคกิจสังคม,53,ครม.,2540
คุณกิตติ,ขอนแก่น,สุวิทย์,พรรคกิจสังคม,53,ครม.,2540
คุณกิตติ,ขอนแก่น,สุวิทย์,,54,ครม.,2544
คุณกิตติ,ขอนแก่น,สุวิทย์,,54,ครม.,2544
คุณกิตติ,ขอนแก่น,สุวิทย์,พรรคไทยรักไทย,55,ครม.,2548
คุณกิตติ,ขอนแก่น,สุวิทย์,พรรคเพื่อแผ่นดิน,57,ครม.,2551
คุณกิตติ,ขอนแก่น,สุวิทย์,พรรคเพื่อแผ่นดิน,57,ครม.,2551
คุณกิตติ,ขอนแก่น,สุวิทย์,พรรคกิจสังคม,59,ครม.,2551
ศรีวัฒน์,ขอนแก่น,ประสงค์,พรรคความหวังใหม่,17,ส.ส.,2535
เกียรติสุรนนท์,ขอนแก่น,สมศักดิ์,พรรคความหวังใหม่,17,ส.ส.,2535
เกียรติสุรนนท์,ขอนแก่น,สมศักดิ์,พรรคความหวังใหม่,18,ส.ส.,2535
เกียรติสุรนนท์,ขอนแก่น,สมศักดิ์,พรรคกิจสังคม,19,ส.ส.,2538
เกียรติสุรนนท์,ขอนแก่น,สมศักดิ์,พรรคกิจสังคม,20,ส.ส.,2539
เกียรติสุรนนท์,ขอนแก่น,สมศักดิ์,พรรคไทยรักไทย,21,ส.ส.,2544
เกียรติสุรนนท์,ขอนแก่น,สมศักดิ์,พรรคไทยรักไทย,22,ส.ส.,2548
เกียรติสุรนนท์,ขอนแก่น,สมศักดิ์,พรรคพลังประชาชน,23,ส.ส.,2550
เกียรติสุรนนท์,ขอนแก่น,สมศักดิ์,พรรคเพื่อไทย,24,ส.ส.,2554
เกียรติสุรนนท์,ขอนแก่น,สมศักดิ์,พรรคพลังประชาชน,57,ครม.,2551
เกียรติสุรนนท์,ขอนแก่น,สมศักดิ์,,58,ครม.,2551
ดีบุญมี ณ ชุมแพ,ขอนแก่น,สุเทพ,พรรคชาติไทย,17,ส.ส.,2535
ดีบุญมี ณ ชุมแพ,ขอนแก่น,สุเทพ,พรรคความหวังใหม่,20,ส.ส.,2539
ชัยวิรัตนะ,ชัยภูมิ,สันติ,พรรคสามัคคีธรรม,17,ส.ส.,2535
ชัยวิรัตนะ,ชัยภูมิ,ประสิทธิ์,พรรคสามัคคีธรรม,17,ส.ส.,2535
ชัยวิรัตนะ,ชัยภูมิ,สันติ,พรรคเสรีธรรม,18,ส.ส.,2535
ชัยวิรัตนะ,ชัยภูมิ,สันติ,พรรคเสรีธรรม,19,ส.ส.,2538
ชัยวิรัตนะ,ชัยภูมิ,ประสิทธิ์,พรรคชาติพัฒนา,21,ส.ส.,2544
ชัยวิรัตนะ,ชัยภูมิ,ประสิทธิ์,พรรคไทยรักไทย,22,ส.ส.,2548
ชัยวิรัตนะ,ชัยภูมิ,ประสิทธิ์,พรรคพลังประชาชน,23,ส.ส.,2550
ชัยวิรัตนะ,ชัยภูมิ,สุนทรี,พรรคพลังประชาชน,23,ส.ส.,2550
ชัยวิรัตนะ,ชัยภูมิ,สุนทรี,พรรคเพื่อไทย,24,ส.ส.,2554
ชัยวิรัตนะ,ชัยภูมิ,สันติ,พรรคสามัคคีธรรม,48,ครม.,2535
ฤาชา,ชัยภูมิ,สีหนาท,พรรคชาติไทย,17,ส.ส.,2535
ประภากรแก้วรัตน์,ชัยภูมิ,ก่ำชุง,พรรคสามัคคีธรรม,17,ส.ส.,2535
ประภากรแก้วรัตน์,ชัยภูมิ,ก่ำชุง,พรรคชาติไทย,18,ส.ส.,2535
ประภากรแก้วรัตน์,ชัยภูมิ,ก่ำชุง,พรรคความหวังใหม่,20,ส.ส.,2539
ประภากรแก้วรัตน์,ชัยภูมิ,ก่ำชุง,พรรคไทยรักไทย,21,ส.ส.,2544
ประภากรแก้วรัตน์,ชัยภูมิ,ก่ำชุง,พรรคไทยรักไทย,22,ส.ส.,2548
บูรณ์พงศ์,นครพนม,ประสงค์,พรรคความหวังใหม่,17,ส.ส.,2535
บูรณ์พงศ์,นครพนม,ประสงค์,พรรคความหวังใหม่,18,ส.ส.,2535
บูรณ์พงศ์,นครพนม,ประสงค์,พรรคความหวังใหม่,19,ส.ส.,2538
บูรณ์พงศ์,นครพนม,ประสงค์,พรรคความหวังใหม่,20,ส.ส.,2539
บูรณ์พงศ์,นครพนม,ประสงค์,พรรคความหวังใหม่,21,ส.ส.,2544
บูรณ์พงศ์,นครพนม,ประสงค์,พรรคไทยรักไทย,22,ส.ส.,2548
บูรณ์พงศ์,นครพนม,ประสงค์,พรรคพลังประชาชน,23,ส.ส.,2550
บูรณ์พงศ์,นครพนม,ประสงค์,พรรคเสรีร่วมไทย,25,ส.ส.,2562
บูรณ์พงศ์,นครพนม,ประสงค์,พรรคความหวังใหม่,51,ครม.,2538
รัตนโกเศศ,นครพนม,มานะ,พรรคราษฎร,17,ส.ส.,2535
ลิปตพัลลภ,นครราชสีมา,สุวัจน์,พรรคสามัคคีธรรม,17,ส.ส.,2535
ลิปตพัลลภ,นครราชสีมา,เทวัญ,พรรคสามัคคีธรรม,17,ส.ส.,2535
ลิปตพัลลภ,นครราชสีมา,สุวัจน์,พรรคชาติพัฒนา,18,ส.ส.,2535
ลิปตพัลลภ,นครราชสีมา,สุวัจน์,พรรคชาติพัฒนา,19,ส.ส.,2538
ลิปตพัลลภ,นครราชสีมา,สุวัจน์,พรรคชาติพัฒนา,20,ส.ส.,2539
ลิปตพัลลภ,นครราชสีมา,เทวัญ,พรรคชาติพัฒนา,21,ส.ส.,2544
ลิปตพัลลภ,นครราชสีมา,เทวัญ,พรรคไทยรักไทย,22,ส.ส.,2548
ลิปตพัลลภ,นครราชสีมา,เทวัญ,พรรคชาติพัฒนา,25,ส.ส.,2562
ลิปตพัลลภ,นครราชสีมา,เทวัญ,พรรคชาติพัฒนา,62,ครม.,2562
ลิปตพัลลภ,นครราชสีมา,สุวัจน์,พรรคชาติพัฒนา,21,ส.ส.,2544
ลิปตพัลลภ,นครราชสีมา,สุวัจน์,พรรคสามัคคีธรรม,48,ครม.,2535
ลิปตพัลลภ,นครราชสีมา,สุวัจน์,พรรคชาติพัฒนา,50,ครม.,2535
ลิปตพัลลภ,นครราชสีมา,สุวัจน์,พรรคชาติพัฒนา,52,ครม.,2539
ลิปตพัลลภ,นครราชสีมา,สุวัจน์,พรรคชาติพัฒนา,53,ครม.,2540
ลิปตพัลลภ,นครราชสีมา,สุวัจน์,,54,ครม.,2544
ลิปตพัลลภ,นครราชสีมา,สุวัจน์,,54,ครม.,2544
ลิปตพัลลภ,นครราชสีมา,สุวัจน์,พรรคไทยรักไทย,55,ครม.,2548
ลิปตพัลลภ,นครราชสีมา,สุวัจน์,พรรคไทยรักไทย,55,ครม.,2548
ลิปตพัลลภ,นครราชสีมา,พูนภิรมย์,พรรครวมใจไทยชาติพัฒนา,57,ครม.,2551
บุญญฤทธิ์,นครราชสีมา,เทอดฤทธิ์,พรรคชาติไทย,17,ส.ส.,2535
สิงห์ศักดา,นครราชสีมา,ปัญญา,พรรคความหวังใหม่,17,ส.ส.,2535
แถวโสภา,นครราชสีมา,กฤษฎาง,พรรคประชาธิปัตย์,17,ส.ส.,2535
แถวโสภา,นครราชสีมา,กฤษฎาง,พรรคประชาธิปัตย์,18,ส.ส.,2535
แถวโสภา,นครราชสีมา,กฤษฎาง,พรรคชาติพัฒนา,20,ส.ส.,2539
